laysa,"col  Downs",180.1550,11
laysa,"col  Acros",168.7950,11
laysa,"vel Velocity Alerts (Downslope)",169.9000,7
laysa,"vel Velocity Alerts (Across Slope)",114.9400,7
laysa,"dis Displacement (Downslope)",735.2600,145
laysa,"dis Displacement (Across Slope)",498.8850,145
laysb,"col  Downs",182.0450,11
laysb,"col  Acros",78.7700,11
laysb,"vel Velocity Alerts (Downslope)",72.0300,7
laysb,"vel Velocity Alerts (Across Slope)",69.9650,7
laysb,"dis Displacement (Downslope)",240.5750,145
laysb,"dis Displacement (Across Slope)",159.6550,145
laysb,"col  Downs",182.0450,11
laysb,"col  Acros",78.7700,11
laysb,"vel Velocity Alerts (Downslope)",72.0300,7
laysb,"vel Velocity Alerts (Across Slope)",69.9650,7
laysb,"dis Displacement (Downslope)",240.5750,145
